state,date,value
NH,2000-01-01,5.6
NH,2001-01-01,6.0
NH,2002-01-01,6.3
NH,2003-01-01,6.4
NH,2004-01-01,6.6
NH,2005-01-01,7.6
NH,2006-01-01,8.0
NH,2007-01-01,7.3
NH,2008-01-01,7.8
NH,2009-01-01,8.6
NH,2010-01-01,8.6
NH,2011-01-01,9.0
NH,2012-01-01,9.7
NH,2013-01-01,9.0
NH,2014-01-01,9.2
NH,2015-01-01,8.4
NH,2016-01-01,7.6
NH,2017-01-01,7.7
NH,2018-01-01,7.6
NH,2019-01-01,7.5
NH,2020-01-01,7.0
NH,2021-01-01,7.4
NH,2022-01-01,7.4
NH,2023-01-01,7.3
NH,2024-01-01,7.3
NJ,1989-01-01,8.0
NJ,1990-01-01,
NJ,1991-01-01,
NJ,1992-01-01,
NJ,1993-01-01,10.0
NJ,1994-01-01,
NJ,1995-01-01,8.7
NJ,1996-01-01,9.0
NJ,1997-01-01,9.3
NJ,1998-01-01,8.8
NJ,1999-01-01,8.1
NJ,2000-01-01,7.8
NJ,2001-01-01,7.8
NJ,2002-01-01,8.3
NJ,2003-01-01,8.9
NJ,2004-01-01,8.4
NJ,2005-01-01,8.7
NJ,2006-01-01,8.7
NJ,2007-01-01,8.5
NJ,2008-01-01,8.7
NJ,2009-01-01,9.4
NJ,2010-01-01,10.2
NJ,2011-01-01,10.4
NJ,2012-01-01,10.7
NJ,2013-01-01,11.4
NJ,2014-01-01,11.1
NJ,2015-01-01,10.8
NJ,2016-01-01,10.4
NJ,2017-01-01,10.0
NJ,2018-01-01,9.5
NJ,2019-01-01,9.1
NJ,2020-01-01,9.4
NJ,2021-01-01,10.2
NJ,2022-01-01,9.7
NJ,2023-01-01,9.7
NJ,2024-01-01,9.2
NM,1989-01-01,19.0
NM,1990-01-01,
NM,1991-01-01,
NM,1992-01-01,
NM,1993-01-01,21.6
NM,1994-01-01,
NM,1995-01-01,20.2
NM,1996-01-01,20.6
NM,1997-01-01,19.3
NM,1998-01-01,19.0
NM,1999-01-01,18.2
NM,2000-01-01,17.3
NM,2001-01-01,18.0
NM,2002-01-01,17.7
NM,2003-01-01,17.7
NM,2004-01-01,16.7
NM,2005-01-01,18.4
NM,2006-01-01,18.3
NM,2007-01-01,17.9
NM,2008-01-01,17.0
NM,2009-01-01,18.2
NM,2010-01-01,19.8
NM,2011-01-01,20.9
NM,2012-01-01,20.6
NM,2013-01-01,21.4
NM,2014-01-01,20.6
NM,2015-01-01,19.8
NM,2016-01-01,19.1
NM,2017-01-01,19.0
NM,2018-01-01,18.8
NM,2019-01-01,17.5
NM,2020-01-01,16.8
NM,2021-01-01,17.7
NM,2022-01-01,17.3
NM,2023-01-01,16.9
NM,2024-01-01,15.8
NY,1989-01-01,12.3
NY,1990-01-01,
NY,1991-01-01,
NY,1992-01-01,
NY,1993-01-01,16.3
NY,1994-01-01,
NY,1995-01-01,15.8
NY,1996-01-01,16.3
NY,1997-01-01,15.6
NY,1998-01-01,15.4
NY,1999-01-01,13.7
NY,2000-01-01,13.2
NY,2001-01-01,13.7
NY,2002-01-01,13.9
NY,2003-01-01,14.3
NY,2004-01-01,14.5
NY,2005-01-01,13.9
NY,2006-01-01,14.2
NY,2007-01-01,13.8
NY,2008-01-01,13.7
NY,2009-01-01,14.2
NY,2010-01-01,15.0
NY,2011-01-01,16.1
NY,2012-01-01,15.9
NY,2013-01-01,16.0
NY,2014-01-01,16.0
NY,2015-01-01,15.5
NY,2016-01-01,14.8
NY,2017-01-01,14.1
NY,2018-01-01,13.7
NY,2019-01-01,13.1
NY,2020-01-01,12.7
NY,2021-01-01,14.0
NY,2022-01-01,14.2
NY,2023-01-01,14.1
NY,2024-01-01,14.0
NC,1989-01-01,12.9
NC,1990-01-01,
NC,1991-01-01,
NC,1992-01-01,
NC,1993-01-01,14.1
NC,1994-01-01,
NC,1995-01-01,13.1
NC,1996-01-01,12.8
NC,1997-01-01,12.6
NC,1998-01-01,13.0
NC,1999-01-01,12.3
NC,2000-01-01,11.7
NC,2001-01-01,11.9
NC,2002-01-01,12.9
NC,2003-01-01,13.4
NC,2004-01-01,13.8
NC,2005-01-01,14.9
NC,2006-01-01,14.6
NC,2007-01-01,14.3
NC,2008-01-01,14.6
NC,2009-01-01,16.2
NC,2010-01-01,17.4
NC,2011-01-01,17.8
NC,2012-01-01,18.0
NC,2013-01-01,17.8
NC,2014-01-01,17.2
NC,2015-01-01,16.4
NC,2016-01-01,15.4
NC,2017-01-01,14.7
NC,2018-01-01,14.1
NC,2019-01-01,13.6
NC,2020-01-01,12.9
NC,2021-01-01,13.5
NC,2022-01-01,12.8
NC,2023-01-01,12.8
NC,2024-01-01,12.6
ND,1989-01-01,12.6
ND,1990-01-01,
ND,1991-01-01,
ND,1992-01-01,
ND,1993-01-01,12.5
ND,1994-01-01,
ND,1995-01-01,11.9
ND,1996-01-01,11.5
ND,1997-01-01,12.5
ND,1998-01-01,12.9
ND,1999-01-01,11.6
ND,2000-01-01,10.4
ND,2001-01-01,11.4
ND,2002-01-01,11.1
ND,2003-01-01,10.5
ND,2004-01-01,10.8
ND,2005-01-01,11.6
ND,2006-01-01,11.7
ND,2007-01-01,11.8
ND,2008-01-01,11.5
ND,2009-01-01,11.7
ND,2010-01-01,12.5
ND,2011-01-01,12.0
ND,2012-01-01,11.2
ND,2013-01-01,11.6
ND,2014-01-01,11.1
ND,2015-01-01,10.7
ND,2016-01-01,10.5
ND,2017-01-01,10.2
ND,2018-01-01,10.6
ND,2019-01-01,10.5
ND,2020-01-01,10.2
ND,2021-01-01,10.9
ND,2022-01-01,11.2
ND,2023-01-01,10.0
ND,2024-01-01,10.8
OH,1989-01-01,12.1
OH,1990-01-01,
OH,1991-01-01,
OH,1992-01-01,
OH,1993-01-01,13.7
OH,1994-01-01,
OH,1995-01-01,11.3
OH,1996-01-01,11.7
OH,1997-01-01,11.0
OH,1998-01-01,10.7
OH,1999-01-01,11.0
OH,2000-01-01,9.8
OH,2001-01-01,10.3
OH,2002-01-01,10.2
OH,2003-01-01,10.7
OH,2004-01-01,11.7
OH,2005-01-01,13.0
OH,2006-01-01,13.2
OH,2007-01-01,13.1
OH,2008-01-01,13.3
OH,2009-01-01,15.1
OH,2010-01-01,15.8
OH,2011-01-01,16.3
OH,2012-01-01,16.2
OH,2013-01-01,15.9
OH,2014-01-01,15.8
OH,2015-01-01,14.8
OH,2016-01-01,14.5
OH,2017-01-01,13.9
OH,2018-01-01,13.8
OH,2019-01-01,13.0
OH,2020-01-01,12.6
OH,2021-01-01,13.3
OH,2022-01-01,13.4
OH,2023-01-01,13.2
OH,2024-01-01,12.6
OK,1989-01-01,16.0
OK,1990-01-01,
OK,1991-01-01,
OK,1992-01-01,
OK,1993-01-01,18.3
OK,1994-01-01,
OK,1995-01-01,18.2
OK,1996-01-01,17.1
OK,1997-01-01,16.3
OK,1998-01-01,16.1
OK,1999-01-01,13.9
OK,2000-01-01,13.8
OK,2001-01-01,14.4
OK,2002-01-01,14.5
OK,2003-01-01,14.7
OK,2004-01-01,14.0
OK,2005-01-01,16.4
OK,2006-01-01,16.7
OK,2007-01-01,15.8
OK,2008-01-01,15.7
OK,2009-01-01,16.1
OK,2010-01-01,16.8
OK,2011-01-01,17.3
OK,2012-01-01,17.2
OK,2013-01-01,16.7
OK,2014-01-01,16.6
OK,2015-01-01,16.0
OK,2016-01-01,16.1
OK,2017-01-01,15.8
OK,2018-01-01,15.5
OK,2019-01-01,15.1
OK,2020-01-01,14.3
OK,2021-01-01,15.4
OK,2022-01-01,15.6
OK,2023-01-01,15.8
OK,2024-01-01,14.8
OR,1989-01-01,12.5
OR,1990-01-01,
OR,1991-01-01,
OR,1992-01-01,
OR,1993-01-01,13.2
OR,1994-01-01,
OR,1995-01-01,12.5
OR,1996-01-01,12.3
OR,1997-01-01,11.6
OR,1998-01-01,12.1
OR,1999-01-01,11.3
OR,2000-01-01,10.6
OR,2001-01-01,11.1
OR,2002-01-01,11.3
OR,2003-01-01,12.0
OR,2004-01-01,12.9
OR,2005-01-01,14.1
OR,2006-01-01,13.4
OR,2007-01-01,13.0
OR,2008-01-01,13.5
OR,2009-01-01,14.3
OR,2010-01-01,15.8
OR,2011-01-01,17.3
OR,2012-01-01,17.0
OR,2013-01-01,16.5
OR,2014-01-01,16.4
OR,2015-01-01,15.2
OR,2016-01-01,13.4
OR,2017-01-01,13.2
OR,2018-01-01,12.5
OR,2019-01-01,11.5
OR,2020-01-01,11.0
OR,2021-01-01,12.2
OR,2022-01-01,12.0
OR,2023-01-01,12.1
OR,2024-01-01,11.7
PA,1989-01-01,10.4
PA,1990-01-01,
PA,1991-01-01,
PA,1992-01-01,
PA,1993-01-01,12.9
PA,1994-01-01,
PA,1995-01-01,11.4
PA,1996-01-01,11.5
PA,1997-01-01,10.9
PA,1998-01-01,10.7
PA,1999-01-01,10.0
PA,2000-01-01,9.5
PA,2001-01-01,10.0
PA,2002-01-01,10.0
PA,2003-01-01,10.6
PA,2004-01-01,11.2
PA,2005-01-01,11.9
PA,2006-01-01,12.0
PA,2007-01-01,11.6
PA,2008-01-01,12.1
PA,2009-01-01,12.5
PA,2010-01-01,13.4
PA,2011-01-01,13.7
PA,2012-01-01,13.7
PA,2013-01-01,13.7
PA,2014-01-01,13.6
PA,2015-01-01,13.1
PA,2016-01-01,12.9
PA,2017-01-01,12.5
PA,2018-01-01,12.2
PA,2019-01-01,12.0
PA,2020-01-01,10.9
PA,2021-01-01,12.0
PA,2022-01-01,11.8
PA,2023-01-01,11.9
PA,2024-01-01,11.6
RI,1989-01-01,9.5
RI,1990-01-01,
RI,1991-01-01,
RI,1992-01-01,
RI,1993-01-01,12.4
RI,1994-01-01,
RI,1995-01-01,11.6
RI,1996-01-01,11.8
RI,1997-01-01,11.2
RI,1998-01-01,10.6
RI,1999-01-01,10.8
RI,2000-01-01,10.2
RI,2001-01-01,10.2
RI,2002-01-01,11.0
RI,2003-01-01,11.3
RI,2004-01-01,11.6
RI,2005-01-01,11.9
RI,2006-01-01,11.5
RI,2007-01-01,11.9
RI,2008-01-01,12.1
RI,2009-01-01,12.0
RI,2010-01-01,14.1
RI,2011-01-01,14.7
RI,2012-01-01,14.2
RI,2013-01-01,14.7
RI,2014-01-01,14.8
RI,2015-01-01,14.1
RI,2016-01-01,13.3
RI,2017-01-01,12.3
RI,2018-01-01,12.8
RI,2019-01-01,11.6
RI,2020-01-01,10.6
RI,2021-01-01,12.1
RI,2022-01-01,11.2
RI,2023-01-01,11.4
RI,2024-01-01,12.0
SC,1989-01-01,15.3
SC,1990-01-01,
SC,1991-01-01,
SC,1992-01-01,
SC,1993-01-01,16.6
SC,1994-01-01,
SC,1995-01-01,15.7
SC,1996-01-01,15.2
SC,1997-01-01,14.9
SC,1998-01-01,14.3
SC,1999-01-01,13.2
SC,2000-01-01,12.8
SC,2001-01-01,13.8
SC,2002-01-01,14.0
SC,2003-01-01,13.8
SC,2004-01-01,15.0
SC,2005-01-01,15.6
SC,2006-01-01,15.7
SC,2007-01-01,15.1
SC,2008-01-01,15.7
SC,2009-01-01,17.1
SC,2010-01-01,18.1
SC,2011-01-01,18.8
SC,2012-01-01,18.3
SC,2013-01-01,18.5
SC,2014-01-01,17.9
SC,2015-01-01,16.8
SC,2016-01-01,15.3
SC,2017-01-01,15.4
SC,2018-01-01,15.2
SC,2019-01-01,13.9
SC,2020-01-01,13.8
SC,2021-01-01,14.5
SC,2022-01-01,14.0
SC,2023-01-01,13.9
SC,2024-01-01,13.3
SD,1989-01-01,14.8
SD,1990-01-01,
SD,1991-01-01,
SD,1992-01-01,
SD,1993-01-01,14.3
SD,1994-01-01,
SD,1995-01-01,13.7
SD,1996-01-01,13.0
SD,1997-01-01,14.0
SD,1998-01-01,13.0
SD,1999-01-01,11.7
SD,2000-01-01,11.4
SD,2001-01-01,11.7
SD,2002-01-01,12.4
SD,2003-01-01,12.3
SD,2004-01-01,12.9
SD,2005-01-01,13.6
SD,2006-01-01,13.6
SD,2007-01-01,13.2
SD,2008-01-01,12.7
SD,2009-01-01,14.2
SD,2010-01-01,14.6
SD,2011-01-01,14.1
SD,2012-01-01,13.6
SD,2013-01-01,14.0
SD,2014-01-01,14.1
SD,2015-01-01,13.5
SD,2016-01-01,12.9
SD,2017-01-01,12.8
SD,2018-01-01,12.9
SD,2019-01-01,11.9
SD,2020-01-01,11.6
SD,2021-01-01,11.9
SD,2022-01-01,12.4
SD,2023-01-01,11.4
SD,2024-01-01,10.5
TN,1989-01-01,15.6
TN,1990-01-01,
TN,1991-01-01,
TN,1992-01-01,
TN,1993-01-01,17.8
TN,1994-01-01,
TN,1995-01-01,14.7
TN,1996-01-01,14.8
TN,1997-01-01,13.6
TN,1998-01-01,13.1
TN,1999-01-01,12.8
TN,2000-01-01,12.6
TN,2001-01-01,13.2
TN,2002-01-01,13.6
TN,2003-01-01,13.5
TN,2004-01-01,15.0
TN,2005-01-01,15.6
TN,2006-01-01,16.1
TN,2007-01-01,15.8
TN,2008-01-01,15.5
TN,2009-01-01,17.2
TN,2010-01-01,17.8
TN,2011-01-01,18.4
TN,2012-01-01,18.0
TN,2013-01-01,17.8
TN,2014-01-01,18.2
TN,2015-01-01,16.7
TN,2016-01-01,15.8
TN,2017-01-01,15.0
TN,2018-01-01,15.2
TN,2019-01-01,13.8
TN,2020-01-01,13.6
TN,2021-01-01,13.7
TN,2022-01-01,13.3
TN,2023-01-01,13.8
TN,2024-01-01,13.3
TX,1989-01-01,17.7
TX,1990-01-01,
TX,1991-01-01,
TX,1992-01-01,
TX,1993-01-01,19.6
TX,1994-01-01,
TX,1995-01-01,18.5
TX,1996-01-01,17.5
TX,1997-01-01,16.7
TX,1998-01-01,15.6
TX,1999-01-01,15.1
TX,2000-01-01,14.6
TX,2001-01-01,15.0
TX,2002-01-01,15.4
TX,2003-01-01,16.2
TX,2004-01-01,16.2
TX,2005-01-01,17.5
TX,2006-01-01,16.9
TX,2007-01-01,16.3
TX,2008-01-01,15.8
TX,2009-01-01,17.1
TX,2010-01-01,17.9
TX,2011-01-01,18.5
TX,2012-01-01,17.9
TX,2013-01-01,17.5
TX,2014-01-01,17.2
TX,2015-01-01,15.9
TX,2016-01-01,15.6
TX,2017-01-01,14.7
TX,2018-01-01,14.9
TX,2019-01-01,13.6
TX,2020-01-01,13.4
TX,2021-01-01,14.2
TX,2022-01-01,14.0
TX,2023-01-01,13.7
TX,2024-01-01,13.4
UT,1989-01-01,11.8
UT,1990-01-01,
UT,1991-01-01,
UT,1992-01-01,
UT,1993-01-01,11.2
UT,1994-01-01,
UT,1995-01-01,9.7
UT,1996-01-01,9.4
UT,1997-01-01,10.0
UT,1998-01-01,10.0
UT,1999-01-01,8.5
UT,2000-01-01,8.8
UT,2001-01-01,9.4
UT,2002-01-01,9.7
UT,2003-01-01,10.0
UT,2004-01-01,10.3
UT,2005-01-01,10.5
UT,2006-01-01,10.7
UT,2007-01-01,9.8
UT,2008-01-01,9.7
UT,2009-01-01,11.7
UT,2010-01-01,13.3
UT,2011-01-01,13.6
UT,2012-01-01,13.0
UT,2013-01-01,12.6
UT,2014-01-01,11.8
UT,2015-01-01,11.2
UT,2016-01-01,10.2
UT,2017-01-01,9.7
UT,2018-01-01,9.1
UT,2019-01-01,8.8
UT,2020-01-01,7.3
UT,2021-01-01,8.7
UT,2022-01-01,8.3
UT,2023-01-01,9.0
UT,2024-01-01,8.4
VT,1989-01-01,9.9
VT,1990-01-01,
VT,1991-01-01,
VT,1992-01-01,
VT,1993-01-01,12.2
VT,1994-01-01,
VT,1995-01-01,11.2
VT,1996-01-01,11.0
VT,1997-01-01,9.7
VT,1998-01-01,9.6
VT,1999-01-01,9.3
VT,2000-01-01,8.8
VT,2001-01-01,8.9
VT,2002-01-01,9.3
VT,2003-01-01,9.2
VT,2004-01-01,8.7
VT,2005-01-01,10.4
VT,2006-01-01,10.2
VT,2007-01-01,10.1
VT,2008-01-01,10.4
VT,2009-01-01,11.5
VT,2010-01-01,12.4
VT,2011-01-01,11.9
VT,2012-01-01,11.9
VT,2013-01-01,12.3
VT,2014-01-01,12.0
VT,2015-01-01,10.4
VT,2016-01-01,11.3
VT,2017-01-01,10.8
VT,2018-01-01,10.7
VT,2019-01-01,10.1
VT,2020-01-01,9.4
VT,2021-01-01,10.2
VT,2022-01-01,10.2
VT,2023-01-01,9.9
VT,2024-01-01,9.3
VA,1989-01-01,10.5
VA,1990-01-01,
VA,1991-01-01,
VA,1992-01-01,
VA,1993-01-01,12.0
VA,1994-01-01,
VA,1995-01-01,11.3
VA,1996-01-01,11.5
VA,1997-01-01,11.6
VA,1998-01-01,10.2
VA,1999-01-01,9.0
VA,2000-01-01,8.9
VA,2001-01-01,8.8
VA,2002-01-01,9.6
VA,2003-01-01,10.0
VA,2004-01-01,9.5
VA,2005-01-01,10.0
VA,2006-01-01,9.6
VA,2007-01-01,9.9
VA,2008-01-01,10.2
VA,2009-01-01,10.6
VA,2010-01-01,11.1
VA,2011-01-01,11.6
VA,2012-01-01,11.8
VA,2013-01-01,11.7
VA,2014-01-01,11.8
VA,2015-01-01,11.2
VA,2016-01-01,11.0
VA,2017-01-01,10.7
VA,2018-01-01,10.7
VA,2019-01-01,9.9
VA,2020-01-01,9.2
VA,2021-01-01,10.3
VA,2022-01-01,10.6
VA,2023-01-01,10.2
VA,2024-01-01,9.8
WA,1989-01-01,11.0
WA,1990-01-01,
WA,1991-01-01,
WA,1992-01-01,
WA,1993-01-01,12.0
WA,1994-01-01,
WA,1995-01-01,10.8
WA,1996-01-01,11.5
WA,1997-01-01,10.2
WA,1998-01-01,9.9
WA,1999-01-01,9.9
WA,2000-01-01,9.6
WA,2001-01-01,9.9
WA,2002-01-01,10.3
WA,2003-01-01,11.0
WA,2004-01-01,11.6
WA,2005-01-01,12.0
WA,2006-01-01,11.8
WA,2007-01-01,11.4
WA,2008-01-01,11.3
WA,2009-01-01,12.3
WA,2010-01-01,13.5
WA,2011-01-01,13.9
WA,2012-01-01,13.6
WA,2013-01-01,14.1
WA,2014-01-01,13.2
WA,2015-01-01,12.2
WA,2016-01-01,11.3
WA,2017-01-01,11.0
WA,2018-01-01,10.3
WA,2019-01-01,9.8
WA,2020-01-01,9.5
WA,2021-01-01,9.9
WA,2022-01-01,10.0
WA,2023-01-01,10.3
WA,2024-01-01,10.0
WV,1989-01-01,17.2
WV,1990-01-01,
WV,1991-01-01,
WV,1992-01-01,
WV,1993-01-01,21.7
WV,1994-01-01,
WV,1995-01-01,19.9
WV,1996-01-01,19.9
WV,1997-01-01,16.8
WV,1998-01-01,16.8
WV,1999-01-01,16.3
WV,2000-01-01,15.5
WV,2001-01-01,16.7
WV,2002-01-01,16.1
WV,2003-01-01,16.3
WV,2004-01-01,16.2
WV,2005-01-01,18.0
WV,2006-01-01,17.6
WV,2007-01-01,17.1
WV,2008-01-01,17.4
WV,2009-01-01,17.8
WV,2010-01-01,18.2
WV,2011-01-01,18.7
WV,2012-01-01,18.0
WV,2013-01-01,18.4
WV,2014-01-01,18.3
WV,2015-01-01,18.0
WV,2016-01-01,17.9
WV,2017-01-01,18.5
WV,2018-01-01,17.4
WV,2019-01-01,16.2
WV,2020-01-01,15.8
WV,2021-01-01,16.8
WV,2022-01-01,17.4
WV,2023-01-01,16.4
WV,2024-01-01,16.2
WI,1989-01-01,9.6
WI,1990-01-01,
WI,1991-01-01,
WI,1992-01-01,
WI,1993-01-01,10.9
WI,1994-01-01,
WI,1995-01-01,8.9
WI,1996-01-01,8.7
WI,1997-01-01,9.2
WI,1998-01-01,8.9
WI,1999-01-01,8.4
WI,2000-01-01,8.1
WI,2001-01-01,8.1
WI,2002-01-01,8.5
WI,2003-01-01,8.9
WI,2004-01-01,10.9
WI,2005-01-01,10.2
WI,2006-01-01,10.9
WI,2007-01-01,10.8
WI,2008-01-01,10.5
WI,2009-01-01,12.4
WI,2010-01-01,13.2
WI,2011-01-01,13.1
WI,2012-01-01,13.2
WI,2013-01-01,13.5
WI,2014-01-01,13.2
WI,2015-01-01,12.1
WI,2016-01-01,11.8
WI,2017-01-01,11.3
WI,2018-01-01,11.1
WI,2019-01-01,10.4
WI,2020-01-01,10.0
WI,2021-01-01,10.8
WI,2022-01-01,10.8
WI,2023-01-01,10.6
WI,2024-01-01,10.3
WY,1989-01-01,11.6
WY,1990-01-01,
WY,1991-01-01,
WY,1992-01-01,
WY,1993-01-01,11.9
WY,1994-01-01,
WY,1995-01-01,11.5
WY,1996-01-01,11.1
WY,1997-01-01,12.0
WY,1998-01-01,11.4
WY,1999-01-01,11.2
WY,2000-01-01,10.4
WY,2001-01-01,10.5
WY,2002-01-01,10.6
WY,2003-01-01,10.8
WY,2004-01-01,10.3
WY,2005-01-01,10.6
WY,2006-01-01,10.3
WY,2007-01-01,9.5
WY,2008-01-01,9.5
WY,2009-01-01,10.2
WY,2010-01-01,11.4
WY,2011-01-01,11.3
WY,2012-01-01,11.9
WY,2013-01-01,10.9
WY,2014-01-01,11.2
WY,2015-01-01,10.6
WY,2016-01-01,10.9
WY,2017-01-01,10.8
WY,2018-01-01,10.7
WY,2019-01-01,9.9
WY,2020-01-01,9.2
WY,2021-01-01,10.6
WY,2022-01-01,11.2
WY,2023-01-01,10.4
WY,2024-01-01,10.0
