state,year,pct_unemployed,effective_min_wage,median_income,pct_poverty,above_federal_floor
SD,2012,4.0,7.25,49420.0,13.6,0
SD,2013,3.7,7.25,53410.0,14.0,0
SD,2014,3.3,7.25,53050.0,14.1,0
SD,2015,3.0,8.5,55070.0,13.5,1
SD,2016,3.0,8.55,57450.0,12.9,1
SD,2017,3.0,8.65,56910.0,12.8,1
SD,2018,2.8,8.85,59460.0,12.9,1
SD,2019,2.7,9.1,64260.0,11.9,1
SD,2020,4.1,9.3,70190.0,11.6,1
SD,2021,2.6,9.45,73890.0,11.9,1
SD,2022,1.9,9.95,67180.0,12.4,1
SD,2023,1.8,10.8,81740.0,11.4,1
SD,2024,1.8,11.2,79850.0,10.5,1
TN,1995,5.1,4.25,29020.0,14.7,0
TN,1996,5.2,4.75,30790.0,14.8,0
TN,1997,5.2,5.15,30640.0,13.6,0
TN,1998,4.4,5.15,34090.0,13.1,0
TN,1999,4.0,5.15,36520.0,12.8,0
TN,2000,3.8,5.15,34100.0,12.6,0
TN,2001,4.6,5.15,35780.0,13.2,0
TN,2002,5.2,5.15,37030.0,13.6,0
TN,2003,5.5,5.15,37520.0,13.5,0
TN,2004,5.4,5.15,38070.0,15.0,0
TN,2005,5.5,5.15,39410.0,15.6,0
TN,2006,5.2,5.15,40690.0,16.1,0
TN,2007,4.6,5.85,41200.0,15.8,0
TN,2008,6.5,6.55,39700.0,15.5,0
TN,2009,10.4,7.25,40520.0,17.2,0
TN,2010,9.8,7.25,38590.0,17.8,0
TN,2011,9.0,7.25,42280.0,18.4,0
TN,2012,7.9,7.25,43000.0,18.0,0
TN,2013,7.6,7.25,43360.0,17.8,0
TN,2014,6.6,7.25,43720.0,18.2,0
TN,2015,5.5,7.25,47330.0,16.7,0
TN,2016,4.7,7.25,51340.0,15.8,0
TN,2017,3.7,7.25,55310.0,15.0,0
TN,2018,3.5,7.25,56060.0,15.2,0
TN,2019,3.3,7.25,56630.0,13.8,0
TN,2020,7.5,7.25,54970.0,13.6,0
TN,2021,4.4,7.25,62170.0,13.7,0
TN,2022,3.4,7.25,65380.0,13.3,0
TN,2023,3.2,7.25,72700.0,13.8,0
TN,2024,3.4,7.25,75860.0,13.3,0
TX,1995,6.1,4.25,32040.0,18.5,0
TX,1996,5.8,4.75,33070.0,17.5,0
TX,1997,5.4,5.15,35080.0,16.7,0
TX,1998,5.0,5.15,35780.0,15.6,0
TX,1999,4.7,5.15,38690.0,15.1,0
TX,2000,4.4,5.15,38610.0,14.6,0
TX,2001,5.0,5.15,40860.0,15.0,0
TX,2002,6.4,5.15,40150.0,15.4,0
TX,2003,6.8,5.15,39270.0,16.2,0
TX,2004,6.0,5.15,41400.0,16.2,0
TX,2005,5.5,5.15,41420.0,17.5,0
TX,2006,5.0,5.15,43310.0,16.9,0
TX,2007,4.3,5.85,46050.0,16.3,0
TX,2008,4.9,6.55,46490.0,15.8,0
TX,2009,7.6,7.25,47480.0,17.1,0
TX,2010,8.2,7.25,47270.0,17.9,0
TX,2011,8.0,7.25,49050.0,18.5,0
TX,2012,6.7,7.25,51930.0,17.9,0
TX,2013,6.3,7.25,51410.0,17.5,0
TX,2014,5.2,7.25,53880.0,17.2,0
TX,2015,4.5,7.25,56470.0,15.9,0
TX,2016,4.7,7.25,58150.0,15.6,0
TX,2017,4.4,7.25,60090.0,14.7,0
TX,2018,3.9,7.25,59790.0,14.9,0
TX,2019,3.5,7.25,67440.0,13.6,0
TX,2020,7.7,7.25,68400.0,13.4,0
TX,2021,5.6,7.25,67400.0,14.2,0
TX,2022,3.9,7.25,74640.0,14.0,0
TX,2023,4.0,7.25,79060.0,13.7,0
TX,2024,4.1,7.25,81490.0,13.4,0
UT,1995,3.4,4.25,36480.0,9.7,0
UT,1996,3.4,4.75,37040.0,9.4,0
UT,1997,3.2,5.15,42780.0,10.0,0
UT,1998,3.6,5.15,44300.0,10.0,0
UT,1999,3.5,5.15,46050.0,8.5,0
UT,2000,3.3,5.15,47550.0,8.8,0
UT,2001,4.4,5.15,47340.0,9.4,0
UT,2002,5.7,5.15,47860.0,9.7,0
UT,2003,5.6,5.15,49280.0,10.0,0
UT,2004,5.0,5.15,50870.0,10.3,0
UT,2005,4.0,5.15,54810.0,10.5,0
UT,2006,2.9,5.15,54630.0,10.7,0
UT,2007,2.6,5.85,53530.0,9.8,0
UT,2008,3.3,6.55,62540.0,9.7,0
UT,2009,7.6,7.25,58490.0,11.7,0
UT,2010,8.3,7.25,56700.0,13.3,0
UT,2011,7.2,7.25,55490.0,13.6,0
UT,2012,4.8,7.25,58340.0,13.0,0
UT,2013,4.2,7.25,61050.0,12.6,0
UT,2014,3.6,7.25,63380.0,11.8,0
UT,2015,3.5,7.25,66260.0,11.2,0
UT,2016,3.3,7.25,67480.0,10.2,0
UT,2017,3.2,7.25,69790.0,9.7,0
UT,2018,2.9,7.25,77070.0,9.1,0
UT,2019,2.5,7.25,84520.0,8.8,0
UT,2020,4.8,7.25,83990.0,7.3,0
UT,2021,2.8,7.25,87650.0,8.7,0
UT,2022,2.4,7.25,95800.0,8.3,0
UT,2023,2.7,7.25,101200.0,9.0,0
UT,2024,3.3,7.25,104000.0,8.4,0
VA,1995,4.4,4.25,36220.0,11.3,0
VA,1996,4.2,4.75,39210.0,11.5,0
VA,1997,3.6,5.15,42960.0,11.6,0
VA,1998,2.8,5.15,43350.0,10.2,0
VA,1999,2.7,5.15,45690.0,9.0,0
VA,2000,2.3,5.15,47160.0,8.9,0
VA,2001,3.2,5.15,50240.0,8.8,0
VA,2002,4.2,5.15,49630.0,9.6,0
VA,2003,4.1,5.15,54780.0,10.0,0
VA,2004,3.7,5.15,51140.0,9.5,0
VA,2005,3.5,5.15,51910.0,10.0,0
VA,2006,3.1,5.15,57120.0,9.6,0
VA,2007,3.1,5.85,59160.0,9.9,0
VA,2008,4.1,6.55,61990.0,10.2,0
VA,2009,6.8,7.25,60500.0,10.6,0
VA,2010,6.8,7.25,60370.0,11.1,0
VA,2011,6.3,7.25,62620.0,11.6,0
VA,2012,5.8,7.25,64630.0,11.8,0
VA,2013,5.5,7.25,65910.0,11.7,0
VA,2014,5.1,7.25,66160.0,11.8,0
VA,2015,4.4,7.25,61490.0,11.2,0
VA,2016,4.0,7.25,66450.0,11.0,0
VA,2017,3.6,7.25,70810.0,10.7,0
VA,2018,3.0,7.25,77150.0,10.7,0
VA,2019,2.7,7.25,81310.0,9.9,0
VA,2020,6.5,7.25,82210.0,9.2,0
VA,2021,3.8,9.5,80270.0,10.3,1
VA,2022,2.7,11.0,85170.0,10.6,1
VA,2023,2.7,12.0,96490.0,10.2,1
VA,2024,2.9,12.0,97720.0,9.8,1
VT,1995,4.2,4.25,33820.0,11.2,0
VT,1996,4.2,4.75,32360.0,11.0,0
VT,1997,3.9,5.15,35050.0,9.7,0
VT,1998,3.4,5.25,39370.0,9.6,1
VT,1999,3.1,5.25,41580.0,9.3,1
VT,2000,2.8,5.75,39590.0,8.8,1
VT,2001,3.2,6.25,40790.0,8.9,1
VT,2002,3.9,6.25,43000.0,9.3,1
VT,2003,4.3,6.25,43260.0,9.2,1
VT,2004,3.6,6.75,47330.0,8.7,1
VT,2005,3.5,7.0,50700.0,10.4,1
VT,2006,3.7,7.25,51980.0,10.2,1
VT,2007,3.9,7.53,47390.0,10.1,1
VT,2008,4.5,7.68,50710.0,10.4,1
VT,2009,6.5,8.06,52320.0,11.5,1
VT,2010,6.2,8.06,55930.0,12.4,1
VT,2011,5.4,8.15,51860.0,11.9,1
VT,2012,4.8,8.46,55580.0,11.9,1
VT,2013,4.4,8.6,65510.0,12.3,1
VT,2014,3.9,8.73,60710.0,12.0,1
VT,2015,3.5,9.15,59490.0,10.4,1
VT,2016,3.1,9.6,60840.0,11.3,1
VT,2017,2.9,10.0,63680.0,10.8,1
VT,2018,2.5,10.5,70070.0,10.7,1
VT,2019,2.1,10.78,74310.0,10.1,1
VT,2020,5.6,10.96,67260.0,9.4,1
VT,2021,3.5,11.75,76080.0,10.2,1
VT,2022,2.3,12.55,72190.0,10.2,1
VT,2023,1.9,13.18,85190.0,9.9,1
VT,2024,2.3,13.67,85260.0,9.3,1
WA,1995,6.2,4.25,35570.0,10.8,0
WA,1996,5.9,4.9,36680.0,11.5,1
WA,1997,4.9,5.15,44560.0,10.2,0
WA,1998,4.8,5.15,47420.0,9.9,0
WA,1999,4.9,5.15,45470.0,9.9,0
WA,2000,5.1,6.5,42530.0,9.6,1
WA,2001,6.0,6.72,42490.0,9.9,1
WA,2002,7.2,6.9,45180.0,10.3,1
WA,2003,7.3,7.01,47510.0,11.0,1
WA,2004,6.2,7.16,49920.0,11.6,1
WA,2005,5.6,7.35,50650.0,12.0,1
WA,2006,5.0,7.63,54720.0,11.8,1
WA,2007,4.6,7.93,58080.0,11.4,1
WA,2008,5.2,8.07,56630.0,11.3,1
WA,2009,9.0,8.55,60390.0,12.3,1
WA,2010,10.0,8.55,56160.0,13.5,1
WA,2011,9.4,8.67,56850.0,13.9,1
WA,2012,8.4,9.04,62190.0,13.6,1
WA,2013,6.6,9.19,63920.0,14.1,1
WA,2014,5.9,9.32,59070.0,13.2,1
WA,2015,5.4,9.47,67240.0,12.2,1
WA,2016,5.2,9.47,70310.0,11.3,1
WA,2017,4.6,11.0,71540.0,11.0,1
WA,2018,4.4,11.5,79730.0,10.3,1
WA,2019,4.2,12.0,82450.0,9.8,1
WA,2020,8.7,13.5,81360.0,9.5,1
WA,2021,5.2,13.69,87650.0,9.9,1
WA,2022,4.0,14.49,89430.0,10.0,1
WA,2023,4.2,15.74,93440.0,10.3,1
WA,2024,4.5,16.28,97500.0,10.0,1
WI,1995,3.7,4.25,40960.0,8.9,0
WI,1996,3.6,4.75,40000.0,8.7,0
WI,1997,3.5,5.15,39600.0,9.2,0
WI,1998,3.3,5.15,41330.0,8.9,0
WI,1999,3.1,5.15,45670.0,8.4,0
WI,2000,3.4,5.15,45090.0,8.1,0
WI,2001,4.4,5.15,45350.0,8.1,0
WI,2002,5.3,5.15,45900.0,8.5,0
WI,2003,5.6,5.15,46270.0,8.9,0
WI,2004,5.0,5.15,45730.0,10.9,0
WI,2005,4.7,5.15,44650.0,10.2,0
WI,2006,4.7,5.7,51690.0,10.9,1
WI,2007,4.8,6.5,51280.0,10.8,1
WI,2008,4.9,6.55,51200.0,10.5,0
WI,2009,8.8,7.25,51240.0,12.4,0
WI,2010,8.4,7.25,50350.0,13.2,0
WI,2011,7.6,7.25,52060.0,13.1,0
WI,2012,6.9,7.25,53080.0,13.2,0
WI,2013,6.7,7.25,51730.0,13.5,0
WI,2014,5.4,7.25,58080.0,13.2,0
WI,2015,4.4,7.25,55430.0,12.1,0
WI,2016,3.9,7.25,59820.0,11.8,0
WI,2017,3.3,7.25,63480.0,11.3,0
WI,2018,3.0,7.25,62630.0,11.1,0
WI,2019,3.2,7.25,67350.0,10.4,0
WI,2020,6.4,7.25,67410.0,10.0,0
WI,2021,3.8,7.25,69940.0,10.8,0
WI,2022,2.8,7.25,73330.0,10.8,0
WI,2023,2.8,7.25,79690.0,10.6,0
WI,2024,3.0,7.25,82560.0,10.3,0
WV,1995,8.0,4.25,24880.0,19.9,0
WV,1996,7.6,4.75,25250.0,19.9,0
WV,1997,7.0,5.15,27490.0,16.8,0
WV,1998,6.6,5.15,26700.0,16.8,0
WV,1999,6.4,5.15,29300.0,16.3,0
WV,2000,5.6,5.15,29410.0,15.5,0
WV,2001,5.3,5.15,29670.0,16.7,0
WV,2002,6.1,5.15,29360.0,16.1,0
WV,2003,6.1,5.15,32760.0,16.3,0
WV,2004,5.4,5.15,33370.0,16.2,0
WV,2005,5.0,5.15,36450.0,18.0,0
WV,2006,4.8,5.15,38420.0,17.6,0
WV,2007,4.5,5.85,42090.0,17.1,0
WV,2008,4.5,6.55,37990.0,17.4,0
WV,2009,8.0,7.25,40490.0,17.8,0
WV,2010,8.4,7.25,42780.0,18.2,0
WV,2011,7.7,7.25,41820.0,18.7,0
WV,2012,7.2,7.25,43550.0,18.0,0
WV,2013,6.7,7.25,43070.0,18.4,0
WV,2014,6.5,7.25,39550.0,18.3,0
WV,2015,6.5,8.0,42820.0,18.0,1
WV,2016,6.1,8.75,44350.0,17.9,1
WV,2017,5.2,8.75,46960.0,18.5,1
WV,2018,5.1,8.75,50570.0,17.4,1
WV,2019,4.9,8.75,53710.0,16.2,1
WV,2020,8.3,8.75,51970.0,15.8,1
WV,2021,5.1,8.75,46840.0,16.8,1
WV,2022,3.9,8.75,52460.0,17.4,1
WV,2023,3.9,8.75,60410.0,16.4,1
WV,2024,4.0,8.75,63150.0,16.2,1
WY,1995,4.8,4.25,31530.0,11.5,0
WY,1996,5.0,4.75,30950.0,11.1,0
WY,1997,4.8,5.15,33420.0,12.0,0
WY,1998,4.8,5.15,35250.0,11.4,0
WY,1999,4.7,5.15,37250.0,11.2,0
WY,2000,3.8,5.15,39630.0,10.4,0
WY,2001,3.9,5.15,39720.0,10.5,0
WY,2002,4.1,5.15,39760.0,10.6,0
WY,2003,4.4,5.15,42560.0,10.8,0
WY,2004,3.8,5.15,45400.0,10.3,0
WY,2005,3.6,5.15,44720.0,10.6,0
WY,2006,3.1,5.15,47040.0,10.3,0
WY,2007,2.7,5.85,48740.0,9.5,0
WY,2008,3.0,6.55,53340.0,9.5,0
WY,2009,6.3,7.25,52470.0,10.2,0
WY,2010,6.9,7.25,52200.0,11.4,0
WY,2011,6.1,7.25,54510.0,11.3,0
WY,2012,5.4,7.25,57510.0,11.9,0
WY,2013,4.7,7.25,67440.0,10.9,0
WY,2014,4.4,7.25,55690.0,11.2,0
WY,2015,4.2,7.25,60930.0,10.6,0
WY,2016,5.3,7.25,57830.0,10.9,0
WY,2017,4.3,7.25,59540.0,10.8,0
WY,2018,4.1,7.25,62540.0,10.7,0
WY,2019,3.7,7.25,65130.0,9.9,0
WY,2020,5.9,7.25,65450.0,9.2,0
WY,2021,4.6,7.25,71050.0,10.6,0
WY,2022,3.4,7.25,73090.0,11.2,0
WY,2023,2.9,7.25,77200.0,10.4,0
WY,2024,3.1,7.25,78680.0,10.0,0
