state,median_income,year
WI,35390.0,1994
WI,40960.0,1995
WI,40000.0,1996
WI,39600.0,1997
WI,41330.0,1998
WI,45670.0,1999
WI,45090.0,2000
WI,45350.0,2001
WI,45900.0,2002
WI,46270.0,2003
WI,45730.0,2004
WI,44650.0,2005
WI,51690.0,2006
WI,51280.0,2007
WI,51200.0,2008
WI,51240.0,2009
WI,50350.0,2010
WI,52060.0,2011
WI,53080.0,2012
WI,51730.0,2013
WI,58080.0,2014
WI,55430.0,2015
WI,59820.0,2016
WI,63480.0,2017
WI,62630.0,2018
WI,67350.0,2019
WI,67410.0,2020
WI,69940.0,2021
WI,73330.0,2022
WI,79690.0,2023
WI,82560.0,2024
WV,16840.0,1984
WV,15980.0,1985
WV,16460.0,1986
WV,17210.0,1987
WV,19350.0,1988
WV,21680.0,1989
WV,22140.0,1990
WV,23150.0,1991
WV,20270.0,1992
WV,22420.0,1993
WV,23560.0,1994
WV,24880.0,1995
WV,25250.0,1996
WV,27490.0,1997
WV,26700.0,1998
WV,29300.0,1999
WV,29410.0,2000
WV,29670.0,2001
WV,29360.0,2002
WV,32760.0,2003
WV,33370.0,2004
WV,36450.0,2005
WV,38420.0,2006
WV,42090.0,2007
WV,37990.0,2008
WV,40490.0,2009
WV,42780.0,2010
WV,41820.0,2011
WV,43550.0,2012
WV,43070.0,2013
WV,39550.0,2014
WV,42820.0,2015
WV,44350.0,2016
WV,46960.0,2017
WV,50570.0,2018
WV,53710.0,2019
WV,51970.0,2020
WV,46840.0,2021
WV,52460.0,2022
WV,60410.0,2023
WV,63150.0,2024
WY,23820.0,1984
WY,22080.0,1985
WY,23560.0,1986
WY,27590.0,1987
WY,26420.0,1988
WY,29520.0,1989
WY,29460.0,1990
WY,29050.0,1991
WY,30210.0,1992
WY,29440.0,1993
WY,33140.0,1994
WY,31530.0,1995
WY,30950.0,1996
WY,33420.0,1997
WY,35250.0,1998
WY,37250.0,1999
WY,39630.0,2000
WY,39720.0,2001
WY,39760.0,2002
WY,42560.0,2003
WY,45400.0,2004
WY,44720.0,2005
WY,47040.0,2006
WY,48740.0,2007
WY,53340.0,2008
WY,52470.0,2009
WY,52200.0,2010
WY,54510.0,2011
WY,57510.0,2012
WY,67440.0,2013
WY,55690.0,2014
WY,60930.0,2015
WY,57830.0,2016
WY,59540.0,2017
WY,62540.0,2018
WY,65130.0,2019
WY,65450.0,2020
WY,71050.0,2021
WY,73090.0,2022
WY,77200.0,2023
WY,78680.0,2024
