state,year,pct_unemployed
VA,1997,3.6
VA,1998,2.8
VA,1999,2.7
VA,2000,2.3
VA,2001,3.2
VA,2002,4.2
VA,2003,4.1
VA,2004,3.7
VA,2005,3.5
VA,2006,3.1
VA,2007,3.1
VA,2008,4.1
VA,2009,6.8
VA,2010,6.8
VA,2011,6.3
VA,2012,5.8
VA,2013,5.5
VA,2014,5.1
VA,2015,4.4
VA,2016,4.0
VA,2017,3.6
VA,2018,3.0
VA,2019,2.7
VA,2020,6.5
VA,2021,3.8
VA,2022,2.7
VA,2023,2.7
VA,2024,2.9
VT,1976,8.2
VT,1977,7.0
VT,1978,5.5
VT,1979,5.0
VT,1980,6.1
VT,1981,5.7
VT,1982,7.0
VT,1983,6.5
VT,1984,4.9
VT,1985,4.6
VT,1986,4.2
VT,1987,3.6
VT,1988,3.0
VT,1989,3.6
VT,1990,4.8
VT,1991,6.3
VT,1992,6.0
VT,1993,5.0
VT,1994,4.4
VT,1995,4.2
VT,1996,4.2
VT,1997,3.9
VT,1998,3.4
VT,1999,3.1
VT,2000,2.8
VT,2001,3.2
VT,2002,3.9
VT,2003,4.3
VT,2004,3.6
VT,2005,3.5
VT,2006,3.7
VT,2007,3.9
VT,2008,4.5
VT,2009,6.5
VT,2010,6.2
VT,2011,5.4
VT,2012,4.8
VT,2013,4.4
VT,2014,3.9
VT,2015,3.5
VT,2016,3.1
VT,2017,2.9
VT,2018,2.5
VT,2019,2.1
VT,2020,5.6
VT,2021,3.5
VT,2022,2.3
VT,2023,1.9
VT,2024,2.3
WA,1976,8.8
WA,1977,8.4
WA,1978,6.8
WA,1979,6.8
WA,1980,7.9
WA,1981,9.3
WA,1982,11.7
WA,1983,11.1
WA,1984,9.3
WA,1985,8.3
WA,1986,8.1
WA,1987,7.3
WA,1988,6.3
WA,1989,5.9
WA,1990,5.2
WA,1991,6.1
WA,1992,7.2
WA,1993,7.2
WA,1994,6.3
WA,1995,6.2
WA,1996,5.9
WA,1997,4.9
WA,1998,4.8
WA,1999,4.9
WA,2000,5.1
WA,2001,6.0
WA,2002,7.2
WA,2003,7.3
WA,2004,6.2
WA,2005,5.6
WA,2006,5.0
WA,2007,4.6
WA,2008,5.2
WA,2009,9.0
WA,2010,10.0
WA,2011,9.4
WA,2012,8.4
WA,2013,6.6
WA,2014,5.9
WA,2015,5.4
WA,2016,5.2
WA,2017,4.6
WA,2018,4.4
WA,2019,4.2
WA,2020,8.7
WA,2021,5.2
WA,2022,4.0
WA,2023,4.2
WA,2024,4.5
WI,1976,5.6
WI,1977,5.1
WI,1978,4.9
WI,1979,4.5
WI,1980,7.3
WI,1981,7.9
WI,1982,10.4
WI,1983,9.8
WI,1984,7.3
WI,1985,7.1
WI,1986,6.8
WI,1987,5.7
WI,1988,4.4
WI,1989,4.3
WI,1990,4.4
WI,1991,5.4
WI,1992,5.1
WI,1993,4.5
WI,1994,4.3
WI,1995,3.7
WI,1996,3.6
WI,1997,3.5
WI,1998,3.3
WI,1999,3.1
WI,2000,3.4
WI,2001,4.4
WI,2002,5.3
WI,2003,5.6
WI,2004,5.0
WI,2005,4.7
WI,2006,4.7
WI,2007,4.8
WI,2008,4.9
WI,2009,8.8
WI,2010,8.4
WI,2011,7.6
WI,2012,6.9
WI,2013,6.7
WI,2014,5.4
WI,2015,4.4
WI,2016,3.9
WI,2017,3.3
WI,2018,3.0
WI,2019,3.2
WI,2020,6.4
WI,2021,3.8
WI,2022,2.8
WI,2023,2.8
WI,2024,3.0
WV,1976,7.2
WV,1977,6.9
WV,1978,6.4
WV,1979,7.4
WV,1980,10.1
WV,1981,10.6
WV,1982,14.0
WV,1983,17.1
WV,1984,14.1
WV,1985,13.2
WV,1986,12.0
WV,1987,10.9
WV,1988,9.8
WV,1989,8.7
WV,1990,8.6
WV,1991,10.7
WV,1992,11.2
WV,1993,10.3
WV,1994,8.8
WV,1995,8.0
WV,1996,7.6
WV,1997,7.0
WV,1998,6.6
WV,1999,6.4
WV,2000,5.6
WV,2001,5.3
WV,2002,6.1
WV,2003,6.1
WV,2004,5.4
WV,2005,5.0
WV,2006,4.8
WV,2007,4.5
WV,2008,4.5
WV,2009,8.0
WV,2010,8.4
WV,2011,7.7
WV,2012,7.2
WV,2013,6.7
WV,2014,6.5
WV,2015,6.5
WV,2016,6.1
WV,2017,5.2
WV,2018,5.1
WV,2019,4.9
WV,2020,8.3
WV,2021,5.1
WV,2022,3.9
WV,2023,3.9
WV,2024,4.0
WY,1976,3.9
WY,1977,3.3
WY,1978,2.9
WY,1979,2.6
WY,1980,3.9
WY,1981,4.1
WY,1982,5.9
WY,1983,7.8
WY,1984,6.3
WY,1985,7.0
WY,1986,8.5
WY,1987,7.9
WY,1988,6.4
WY,1989,6.0
WY,1990,5.1
WY,1991,5.1
WY,1992,5.5
WY,1993,5.3
WY,1994,4.9
WY,1995,4.8
WY,1996,5.0
WY,1997,4.8
WY,1998,4.8
WY,1999,4.7
WY,2000,3.8
WY,2001,3.9
WY,2002,4.1
WY,2003,4.4
WY,2004,3.8
WY,2005,3.6
WY,2006,3.1
WY,2007,2.7
WY,2008,3.0
WY,2009,6.3
WY,2010,6.9
WY,2011,6.1
WY,2012,5.4
WY,2013,4.7
WY,2014,4.4
WY,2015,4.2
WY,2016,5.3
WY,2017,4.3
WY,2018,4.1
WY,2019,3.7
WY,2020,5.9
WY,2021,4.6
WY,2022,3.4
WY,2023,2.9
WY,2024,3.1
